source,category,title,link,text,image source,image alt text,date posted,username,hashtags,number of likes,number of comments,number of views,standardized_date,AUT_LABEL,DEM_LABEL,WEST_LABEL,FOCAL_COUNTRY,sample_from,label_value,Google_Trans,Label_value Correct?,Focal Country Correct?,notes,Discuss
t.me/riafan_everywhere,RF_Media,МЕЖДУНАРОДНЫЙ ФАН,https://t.me/riafan_everywhere/19170?embed=1,"🇷🇺🇩🇿 Эксперт Мизаб: сотрудничество России и Алжира компенсирует неудачи Франции в регионе СахеляРегион Сахеля и Западная Африка открывают новую страницу в деле борьбы с терроризмом благодаря сотрудничеству Москвы и Алжира, которое, как ожидается, сможет компенсировать неудачную политику Франции. Об этом сообщило агентство Sky News Arabia со ссылкой на эксперта в области безопасности Ахмеда Мизаба.Заявления президентов РФ и АНДР Владимира Путина и Абдельмаджида Теббуна во время недавнего визита последнего в Россию продемонстрировали важность вопроса борьбы с терроризмом в контексте сотрудничества между двумя государствами. Москва и Алжир придерживаются равных позиций в отношении многих региональных ситуаций, наблюдаемых в Западной Африке. Алжирский эксперт по вопросам безопасности Ахмед Мизаб считает, что заявления обоих лидеров касательно ситуации в Сахеле дают надежду, что новый подход кардинальным образом отличается от провальной политики, которую вела Франция на протяжении последних десяти лет. Он напомнил, что Париж использовал выделяемые на борьбу с терроризмом средства для создания в регионе собственных военных баз.#Россия #Алжир@riafan_everywhere",https://cdn4.cdn-telegram.org/file/q3okjCuGd5ASaGzPdOFnh9AddEVBvy4FO6LE6ReZi6Cwfb8UViE6Z5ta1zBlnYLfFbem6mSMc2Hw4zuGOB_UUCSb1w422wG-slYXP1YS2FNdDRpq2f9QHSDGjEOSNonw487isyvRMWiuKT6Ak_VSk_1w9L6Y9hnj1wcNW4Q_9CCgmgxBN5ZLGNTLHXNlRh1uqAuGKyUHzcpMkmlgyQsu_0kv8LfRLMVPOXr-FEGcvROnqVXTQ9qrgG9_U2p9JOaPmjiDyIjfEnJ4Vyq5u0WiJWFOZy4J9lcx1oIPW2VXmAdmhKsIefG_pIEqkpVfgEQkkNplyiTxh1hcUDA6HMfB4A.jpg,nan,2023-06-18T14:54:12+00:00,riafan_everywhere,nan,nan,nan,4.2K,2023-06-18 14:54:12,Authoritarian - Alliances,No Category,Regime Change / Internal Instability,Russia,WEST_LABEL,Regime Change / Internal Instability,"🇷🇺🇩🇿 Expert Mizab: Russia-Algeria cooperation compensates for France's failures in the Sahel region. The Sahel region and West Africa are opening a new chapter in the fight against terrorism thanks to cooperation between Moscow and Algeria, which is expected to compensate for France's failed policies. This was reported by Sky News Arabia, citing security expert Ahmed Mizab. Statements by Russian and Algerian Presidents Vladimir Putin and Abdelmadjid Tebboune during the latter's recent visit to Russia demonstrated the importance of counterterrorism in the context of cooperation between the two countries. Moscow and Algeria maintain equal positions on many regional situations observed in West Africa. Algerian security expert Ahmed Mizab believes that the statements of both leaders regarding the situation in the Sahel give hope that the new approach is a radical departure from the failed policy pursued by France over the past decade. He recalled that Paris used funds allocated for the fight against terrorism to establish its own military bases in the region. #Russia #Algeria@riafan_everywhere",Y,N,,
t.me/riakatysha,RF_Media,РИА КАТЮША,https://t.me/riakatysha/31749?embed=1,"Еще один очень важный материал – разбор от Олега Царева, касательно вообще любого гипотетического варианта договоренностей с Украиной. Собственно, именно потому Киев хотел быстренько подписать Стамбул, ибо согласно их законодательству он не стоил бумаги, на которой был подписан. Да дурак Джонсон влез и все им испортил. Олег прав, нет у Киева никаких правовых оснований для мирного договора, кто бы там не сидел сверху: Зеленский, Сырский, Билецкий. Любая попытка признать выход территории, вписанной в Конституцию, будет идти по схеме ""Дома, который построил Джек"". Любые подписанные ими бумаги будут недействительными, так как противоречат Конституции, а Конституцию можно изменить только после всеукраинского референдума. Но и он не дает гарантий, ибо все равно можно заблокировать изменения в Конституцию, запустив все по кругу. А зная украинский политикум – это будет сделано немедленно в целях шантажа и требований плюшек для себя и товарищей. Остается только ""Корейский сценарий"" – то есть фактическое разграничение сторон с взаимным не признанием статуса друг друга. Вообще, ничего страшного в этом нет. С Японией мы так уже под 80 лет живем, взаимно считая Курилы своими, что не мешало нам сильно ни налаживать экономические связи, ни политические, ни культурные. Вот только японский, в отличие от корейского, подразумевает военное поражение Токио, по итогам которого Японии вообще иметь армию запретили. А корейский – ни одна из сторон не победила и отложили войну на потом. Собственно, потому товарищ Ким и его южнокорейские коллеги периодически палят друг в друга, пускают ракеты и чего-то топят в прибрежных водах. Второй вариант – взять Киев, после чего новые власти отменят Конституцию, которая привела страну в яму и примут новую, без Крыма, Донбасса и Новороссии. Сейчас можно создать правительство в изгнании, как советует Живов, благо сильно кормить не нужно, а потом, если звезды сойдутся, то не нужно будет искать и уговаривать кого-то.Проблема только в том, что до взятия Киева нам еще дальше, чем до корейского сценария. Да и США немедленного его предложит на ""хороших условиях"", как только поймет, что теряет контроль над ситуацией. Все остальное, что услышите про готовность НАТО или Киева к мирным переговорам, пропускайте мимо ушей – это очередная попытка обмануть России, потому что любой их договор все равно будет противоречить Конституции, то есть будет аннулирован, как только там соберутся с силами.",nan,nan,2024-04-11T12:20:10+00:00,riakatysha,nan,nan,nan,24.9K,2024-04-11 12:20:10,Authoritarian - Legal Tools for Entrenchment,No Category,Regime Change / Internal Instability,Russia,WEST_LABEL,Regime Change / Internal Instability,"Another very important article – Oleg Tsarev's analysis – concerns any hypothetical agreement with Ukraine. In fact, this is precisely why Kyiv wanted to quickly sign the Istanbul Treaty, because according to their legislation, it wasn't worth the paper it was signed on. And then that idiot Johnson came in and ruined everything for them. Oleg is right: Kyiv has no legal basis for a peace treaty, no matter who's in charge: Zelensky, Syrsky, Biletsky. Any attempt to recognize the secession of a territory enshrined in the Constitution would follow the ""House That Jack Built"" model. Any papers they sign will be invalid, as they contradict the Constitution, and the Constitution can only be amended after a nationwide referendum. But even that doesn't offer any guarantees, since constitutional amendments can still be blocked, setting everything in motion. And knowing the Ukrainian political establishment, this will be done immediately for the purposes of blackmail and demands for perks for themselves and their comrades. The only remaining option is the ""Korean scenario""—that is, a de facto demarcation between the two sides, with mutual non-recognition of each other's status. There's nothing wrong with that. Japan and I have been living like this for nearly 80 years, mutually considering the Kuril Islands our own, which hasn't prevented us from significantly improving economic, political, or cultural ties. However, the Japanese scenario, unlike the Korean one, presupposes Tokyo's military defeat, which would ultimately result in Japan being banned from maintaining an army. The Korean scenario, however, assumes neither side has won, and war has been postponed. That's precisely why Comrade Kim and his South Korean counterparts periodically shoot at each other, launch missiles, and sink things in coastal waters. The second option is to take Kyiv, after which the new authorities will abolish the Constitution that led the country into this mess and adopt a new one, excluding Crimea, Donbas, and Novorossiya. Right now, we can create a government-in-exile, as Zhivov recommends. Fortunately, it won't need much funding. Then, if the stars align, we won't have to search for and persuade anyone. The only problem is that we're even further from capturing Kyiv than we are from the Korean scenario. And the US will immediately offer it on ""good terms"" as soon as it realizes it's losing control of the situation. Ignore everything else you hear about NATO or Kyiv's readiness for peace talks—it's another attempt to deceive Russia, because any agreement they reach will still be unconstitutional, meaning it will be annulled as soon as they regain their strength.",N,N,,
t.me/truekpru,RF_Media,Комсомольская правда: KP.RU,https://t.me/truekpru/75478?embed=1,"В Болгарии прошли протесты с требованием отставки правительстваИнициатором протестов в Софии и Варне стала партия «Возрождение», которая вывела на улицы несколько сотен человек.  Болгары протестуют против поставок оружия на Украину. По словам протестующих, власти во главе с премьером Кирилом Петковым за последние месяцы уделяло больше внимания кризису на Украине, а не внутренним проблемамВ Софии толпа попыталась штурмовать администрацию в Софии и с помощью лестницы снять установленный на нем решением депутатов муниципалитетов государственный флаг Украины. Отряды полиции не позволили им это сделатьПодписаться на @truekpru",nan,nan,2022-05-12T06:50:00+00:00,truekpru,nan,nan,nan,40.5K,2022-05-12 6:50:00,No Category,No Category,Regime Change / Internal Instability,Other,WEST_LABEL,Regime Change / Internal Instability,"Protests demanding the government's resignation took place in Bulgaria. The Revival Party initiated the protests in Sofia and Varna, bringing several hundred people onto the streets. Bulgarians are protesting against arms supplies to Ukraine. According to protesters, the government, led by Prime Minister Kiril Petkov, has been focusing more on the crisis in Ukraine than on domestic issues in recent months. In Sofia, a crowd attempted to storm the city administration building and, using a ladder, remove the Ukrainian national flag, which had been placed there by a decision of municipal deputies. Police prevented them from doing so. Follow @truekpru",N,Y,,
t.me/AmbRussSenegal,RF_Diplomats,🇷🇺 Ambassade de Russie au Senegal 🇸🇳 et en Gambie 🇬🇲 | Посольство России в Сенегале и Гамбии,https://t.me/AmbRussSenegal/3697?embed=1,"⚡️ Emergency statement by the Joint Coordination Headquarters of the Russian Federation on Humanitarian Response in Ukraine◽️ According to the information, confirmed by several independent sources, Ukrainian intelligence services intend to implement a large-scale provocation to accuse the Russian Federation of committing alleged 'war crimes'.◽️ With this purpose, the Kiev regime has planned a guided explosion at the buildings of the narcological and oncological clinics (Alekseya Tikhogo st., 31), as well as the 1st hospital (Alekseya Tikhogo st., 17) in Kramatorsk to accuse Russia of the allegedly 'intentional attacks' against civilian facilities.◽️ Journalists of Western mass media, accompanied by officers of the Security Service of Ukraine, have already arrived in Kramatorsk, and are currently accommodated in the 'Sapfir' hotel (Vrachebnaya st., 35).◽️ At the same time, the staff of the healthcare facilities have not been evacuated yet. All the employees remain in remote working mode until special instructions.  ◽️ The explosion of the healthcare facilities in Kramatorsk will be presented by Western mass media as another 'atrocity', committed by Russian forces, that will require a response from the international community, and an acceleration in supplying Kiev with long-range missiles for launching strikes at the territory of Russia.◽️ Amidst the military failures of Ukrainian army, the Kiev authorities are trying to use these provocations for intensifying the pressure on the Western countries' public opinion in order to reach the amplification in the range of modern armament and military hardware to be delivered to the Armed Forces of Ukraine.@mod_russia_en",nan,nan,2023-02-05T17:43:47+00:00,AmbRussSenegal,nan,nan,nan,25,2023-02-05 17:43:47,Authoritarian - Legal Tools for Entrenchment,No Category,Regime Change / Internal Instability,Russia,WEST_LABEL,Regime Change / Internal Instability,"⚡️ Emergency statement by the Joint Coordination Headquarters of the Russian Federation on Humanitarian Response in Ukraine◽️ According to the information, confirmed by several independent sources, Ukrainian intelligence services intend to implement a large-scale provocation to accuse the Russian Federation of committing alleged 'war crimes'.◽️ With this purpose, the Kiev regime has planned a guided explosion at the buildings of the narcological and oncological clinics (Alekseya Tikhogo st., 31), as well as the 1st hospital (Alekseya Tikhogo st., 17) in Kramatorsk to accuse Russia of the allegedly 'intentional attacks' against civilian facilities.◽️ Journalists of Western mass media, accompanied by officers of the Security Service of Ukraine, have already arrived in Kramatorsk, and are currently accommodated in the 'Sapfir' hotel (Vrachebnaya st., 35).◽️ At the same time, the staff of the healthcare facilities have not been evacuated yet. All the employees remain in remote working mode until special instructions.  ◽️ The explosion of the healthcare facilities in Kramatorsk will be presented by Western mass media as another 'atrocity', committed by Russian forces, that will require a response from the international community, and an acceleration in supplying Kiev with long-range missiles for launching strikes at the territory of Russia.◽️ Amidst the military failures of Ukrainian army, the Kiev authorities are trying to use these provocations for intensifying the pressure on the Western countries' public opinion in order to reach the amplification in the range of modern armament and military hardware to be delivered to the Armed Forces of Ukraine.@mod_russia_en",N,N,,
t.me/ng_ru,RF_Media,Независимая газета,https://t.me/ng_ru/114209?embed=1,https://www.ng.ru/courier/2023-10-15/10_8852_argentina.html,nan,nan,2023-10-15T14:17:15+00:00,ng_ru,nan,nan,nan,419,2023-10-15 14:17:15,No Category,No Category,Regime Change / Internal Instability,Other,WEST_LABEL,Regime Change / Internal Instability,https://www.ng.ru/courier/2023-10-15/10_8852_argentina.html,N,N,,
t.me/izvestia,RF_Media,IZ.RU ✔,https://t.me/izvestia/91505?embed=1,"Целый ряд государств уже ведет активную работу по расчленению Украины, заявил секретарь Совета безопасности РФ Николай Патрушев. По его словам, Зеленского суверенитет страны тоже не волнует. @izvestia",nan,nan,2022-05-31T11:40:25+00:00,izvestia,nan,nan,nan,26.4K,2022-05-31 11:40:25,Authoritarian - Military/Security,No Category,Regime Change / Internal Instability,Russia,WEST_LABEL,Regime Change / Internal Instability,"A number of countries are already actively working to dismember Ukraine, stated Russian Security Council Secretary Nikolai Patrushev. He added that Zelenskyy doesn't care about the country's sovereignty either. @izvestia",Y,N,,
facebook.com/RussianEmbassyKenya,RF_Diplomats,nan,https://www.facebook.com/post/804560418186305/,"Ukrainian Security Services admits involvement in terrorist activities in Russia

The head of the Security Service of Ukraine V.Malyuk has admitted the involvement of his department in the murders and assassination attempts on a number of 🇺🇦 and 🇷🇺 politicians and public figures. https://t.co/OjuypQt4vL https://t.co/LwxvEMrSPP",nan,nan,2024-03-26T08:49:41+00:00,RussianEmbassyKenya,nan,0,0,nan,2024-03-26 8:49:41,Authoritarian - Legal Tools for Entrenchment,No Category,Regime Change / Internal Instability,Russia,WEST_LABEL,Regime Change / Internal Instability,"Ukrainian Security Services admits involvement in terrorist activities in Russia

The head of the Security Service of Ukraine V.Malyuk has admitted the involvement of his department in the murders and assassination attempts on a number of 🇺🇦 and 🇷🇺 politicians and public figures. https://t.co/OjuypQt4vL https://t.co/LwxvEMrSPP",Y,Y,,
facebook.com/newsanna,RF_Media,nan,https://www.facebook.com/post/1891961128270020/,"#Сербия #Белград #политика 

Власти Сербии рассказали о попытке государственного переворота
 
Премьер-министр Сербии Ана Брнабич объявила незаконную прослушку президента Александра Вучича сотрудниками МВД попыткой государственного переворота, в котором замешаны высокие чины ведомства и функционеры правящей партии.

«Прослушка Президента Сербии Александра Вучича является попыткой госпереворота… Расследование должно раскрыть весь механизм до последнего винтика», — подчеркнула она.
 
Ранее министр внутренних дел Сербии Александр Вулин сообщил, что в ночь на воскресение президент Вучич и члены его семьи были незаконно прослушаны 1572 раза. Замешаны в этом оказались высокопоставленные чиновники МВД и некоторые политики.

«…Это спайка людей в службах безопасности, прежде всего, в МВД, а также в Сербской прогрессивной партии, к которой я принадлежу. Эта спайка охватывает и криминальные организации, мафию и часть СМИ в Сербии, как и часть системы правосудия, и без всякого сомнения, есть вмешательство иностранных служб. Целью была дестабилизация Сербии путем физического или другого способа устранения Вучича», — рассказала Брнабич.

Мэр Нови-Сада и заместитель председателя Сербской прогрессивной партии Милош Вучевич также заявил журналистам, что в заговоре участвуют «министры, директора и другие партийные функционеры».
 
Собранные материалы и доказательства были переданы в отдел прокуратуры по организованной преступности.",nan,photo,2021-03-08T19:20:32+00:00,newsanna,nan,8,0,1068,2021-03-08 19:20:32,Authoritarian - Legal Tools for Entrenchment,No Category,Regime Change / Internal Instability,Other,WEST_LABEL,Regime Change / Internal Instability,"#Serbia #Belgrade #politics

Serbian authorities have announced an attempted coup.

Serbian Prime Minister Ana Brnabić has declared the illegal wiretapping of President Aleksandar Vučić by Interior Ministry officers an attempted coup, implicating high-ranking officials of the ministry and ruling party functionaries.

""The wiretapping of Serbian President Aleksandar Vučić is an attempted coup... The investigation must uncover the entire mechanism down to the last screw,"" she emphasized.

Earlier, Serbian Interior Minister Aleksandar Vulin reported that President Vučić and members of his family were illegally wiretapped 1,572 times on Sunday night. High-ranking Interior Ministry officials and some politicians were implicated.

""...This is a conspiracy within the security services, primarily within the Interior Ministry, as well as within the Serbian Progressive Party, to which I belong. This conspiracy encompasses criminal organizations, the mafia, and parts of the Serbian media, as well as parts of the justice system, and there is undoubtedly interference from foreign agencies. The goal was to destabilize Serbia through the physical or other elimination of Vučić,"" Brnabić said.

Novi Sad Mayor and Deputy Chairman of the Serbian Progressive Party Miloš Vučević also told reporters that ""ministers, directors, and other party functionaries"" were involved in the conspiracy.

The collected materials and evidence were handed over to the Prosecutor's Office's Organized Crime Unit.",Y,Y,,
t.me/rgrunews,RF_Media,Российская Газета | Новости ✔,https://t.me/rgrunews/113722?embed=1,"В Чехии предложили давать гражданство только при отказе от российского паспортаЭто необходимо для минимизации рисков безопасности, считают местные власти.Как сообщают чешские СМИ, с инициативой выступил член парламента Мартин Экснер. Идею уже поддержал глава МВД Вит Ракушан. По его словам, ""ситуация требует от нас реагирования на возросшее количество запросов граждан России о предоставлении им гражданства"".В свою очередь Экснер заявил, что Москва ""проявляет агрессию к Праге, а значит, недопустима ситуация, при которой россияне могут получить чешское гражданство и все связанные с ним права"". Парламентарий отдельно подчеркнул, что важна лояльность мигрантов властям Чехии.@rgrunews",https://cdn4.cdn-telegram.org/file/WRbwTSY3ES7f7vNxtNE4mIsBM8rkYAVTV9Whw0eVkNfyfyWwlbNf9YoOO1QsXmn-_b3mg67XGR7kNcegfjsjBNiS-HMumaoMMQSJ5sa_Uc-_USNbyvyC3NqdCBaYc-l21JTDLdk6XExN4Ho-AXXFZfeBv8fROhnpB4ATqq9a4XE-uBSj0NEg5qB3ku9qmClvKo3XpGT9Z7uqi7mVp7Ao50OdufKXziGpSV55Q8x-fEBoGBgr5JA_n7W6Z5RSnTwwSfFjRqGuMp6O7N1Fx-A9NmpqH_ILlzwi3jMWwRXpFTBckJrPKKzGoPFspQ2d5Kwqsf1pSie5LBFHDocp_xmK7Q.jpg,nan,2024-09-06T07:00:32+00:00,rgrunews,nan,nan,nan,18.9K,2024-09-06 7:00:32,Authoritarian - Legal Tools for Entrenchment,No Category,Regime Change / Internal Instability,Russia,WEST_LABEL,Regime Change / Internal Instability,"The Czech Republic has proposed granting citizenship only upon renouncing a Russian passport. Local authorities believe this is necessary to minimize security risks. According to Czech media, Member of Parliament Martin Exner proposed the initiative. Interior Minister Vit Rakušan has already supported the idea. He stated that ""the situation requires us to respond to the increased number of requests from Russian citizens for citizenship."" Exner, in turn, stated that Moscow ""is showing aggression toward Prague, which means a situation in which Russians can obtain Czech citizenship and all the rights associated with it is unacceptable."" The parliamentarian emphasized the importance of migrants' loyalty to the Czech authorities. @rgrunews",N,N,,
t.me/vestifmplus,RF_Media,ВестиFM+,https://t.me/vestifmplus/28544?embed=1,"Путин обсудил ход спецоперации на Украине с постоянными членами Совбеза📍 Основное боестолкновения российской армии происходят не с регулярными частями ВСУ, а с националистическими формированиями, которые и несут прямую ответственность за геноцид на Донбассе и кровь мирных граждан народных республик 📍Националистические элементы внедрённые в состав регулярных частей не только подстрекают к оказанию вооруженного сопротивления, но по сути играют и роль заградотрядов📍Бендеровцы и неонацисты выставляют тяжелые вооружения прямо в центральных районах крупных городов, включая Киев и Харьков. Они планируют вызвать ответный огонь российских ударных комплексов по жилым кварталам. По сути они действуют как террористы во всем мире, прикрываются людьми в надежде потом обвинить Россию в жертвах среди мирного населения 📍Все это происходит по рекомендации иностранных консультантов, прежде всего американских советников",nan,nan,2022-02-25T15:00:07+00:00,vestifmplus,nan,nan,nan,5.3K,2022-02-25 15:00:07,Authoritarian - Military/Security,No Category,Regime Change / Internal Instability,Russia,WEST_LABEL,Regime Change / Internal Instability,"Putin discussed the progress of the special operation in Ukraine with the permanent members of the Security Council. 📍 The main clashes of the Russian army are not with regular units of the Ukrainian Armed Forces, but with nationalist groups, which bear direct responsibility for the genocide in Donbas and the bloodshed of civilians in the People's Republics. 📍 Nationalist elements infiltrated into regular units not only incite armed resistance but essentially act as barrier detachments. 📍 Banderites and neo-Nazis are deploying heavy weapons right in the central areas of major cities, including Kyiv and Kharkiv. They plan to provoke return fire from Russian strike systems on residential areas. Essentially, they are acting like terrorists all over the world, hiding behind human beings in the hopes of later blaming Russia for civilian casualties. 📍 All of this is happening on the advice of foreign consultants, primarily American advisers.",Y,N,,
facebook.com/onlinekpru,RF_Media,nan,https://www.facebook.com/post/671068942397126/,"45-й президент США прибыл в аэропорт Атланты, чтобы добровольно сдаться местным властям в рамках уголовного дела против Дональда Трампа о вмешательстве в выборы.

Трамп направился в тюрьму округа Фултон, где прошел формальную процедуру ареста. «Сидеть» ему пришлось недолго, однако и этим он смог снова войти в историю:
https://www.kp.ru/daily/27547.5/4813955/?from=smm

#Дональд_Трамп #США #дело_против_Трампа",nan,photo,2023-08-25T13:00:07+00:00,onlinekpru,nan,12,0,7882,2023-08-25 13:00:07,No Category,Democracy - Elections,Regime Change / Internal Instability,Other,WEST_LABEL,Regime Change / Internal Instability,"The 45th President of the United States arrived at the Atlanta airport to voluntarily surrender to local authorities as part of the criminal case against Donald Trump for election interference.

Trump was taken to the Fulton County Jail, where he underwent a formal arrest. His time in jail was short, but he was able to make history once again:
https://www.kp.ru/daily/27547.5/4813955/?from=smm

#Donald_Trump #USA #case_against_Trump",N,N,,
t.me/aifonline,RF_Media,Аргументы и Факты — АиФ.ru ✔,https://t.me/aifonline/22712?embed=1,"В последнее время западные эксперты все активнее стали делать куда более «пророссийские» заявления, чем их российские коллеги. При этом на территории РФ МИД, напротив, обнаружил «прачечную англо-саксонских нарративов».📌Что на Западе? Например, американский экономист Джеффри Сакс называет политику ЕС в отношении Москвы стратегической ошибкой, отмечает, что Европа получит«новый Афганистан» в лице Украины.Бывший финансист Уолл-стрит Майкл Хадсон заявил, что экономические санкции Запада лишь делают российскую экономику самодостаточной.Даже Bloomberg пишет о том, что после G20 Байден может быть обречен на одинокую битву.📌 Что вместе с этим происходит в России? Внезапное  заявление гендиректора РСМД (Российского совета по международным делам) Андрея Кортунова о новом «плане Маршалла». Размышляя о проектах будущего восстановления Украины, он отмечает, что конфискация российских резервов, вероятно, будет, а на на фоне полной и безоговорочной капитуляции России Запад может вытянуть из нашей страны и вовсе $600–800 млрд. На «АиФ» сделали обзор того, что все чаще звучит в СМИ на Западе, прошлись по заявлению Кортунова  и обратились за комментарием в российский МИД — почему вдруг так заговорили в России:",nan,nan,2022-11-07T11:38:33+00:00,aifonline,nan,nan,nan,6.7K,2022-11-07 11:38:33,No Category,No Category,Regime Change / Internal Instability,Russia,WEST_LABEL,Regime Change / Internal Instability,"Recently, Western experts have increasingly been making far more ""pro-Russian"" statements than their Russian counterparts. Meanwhile, in Russia, the Foreign Ministry has discovered a ""laundry of Anglo-Saxon narratives.""📌What's happening in the West? For example, American economist Jeffrey Sachs calls the EU's policy toward Moscow a strategic mistake, noting that Europe will get a ""new Afghanistan"" in the form of Ukraine. Former Wall Street financier Michael Hudson stated that Western economic sanctions are only making the Russian economy self-sufficient. Even Bloomberg writes that after the G20, Biden may be doomed to a lonely battle.📌What's happening in Russia? The sudden announcement by RIAC (Russian International Affairs Council) Director General Andrey Kortunov about a new ""Marshall Plan."" Reflecting on Ukraine's future recovery plans, he notes that the confiscation of Russian reserves is likely, and that, given Russia's complete and unconditional capitulation, the West could extract as much as $600–800 billion from our country. Argumenty i Fakty reviewed what's increasingly being said in Western media, reviewed Kortunov's statement, and asked the Russian Foreign Ministry for comment on why Russia is suddenly talking like this:",N,Y,,
t.me/RusEmbMd,RF_Diplomats,Посольство Российской Федерации в Республике Молдова/ Ambasada Federației Ruse în Republica Moldova,https://t.me/RusEmbMd/1275?embed=1,"▪️Десять лет назад в Киеве произошёл антиконституционный государственный переворот. Это событие стало кульминацией евромайдана – массовых беспорядков, организованных при поддержке и участии западных стран в ноябре 2013 – феврале 2014 года.👉 Несколько фактов, которые тщательно замалчиваются западными СМИ:🔻21 февраля 2014 года, за день до госпереворота президент Украины В.Янукович и оппозиция заключили при посредничестве Германии, Польши и Франции соглашение, которое должно было положить конец кровопролитию, привести к политическому урегулированию кризиса. Как только В.Янукович распорядился вывести силы охраны правопорядка из центра Киева, боевики приступили к захвату правительственных зданий.🔻 Участники евромайдана не скрывали своих неонацистских взглядов. Изображения агента спецслужб Третьего рейха С.Бандеры вывешивались на захваченных зданиях, поднимались на митингах. Руководитель боевиков евромайдана А.Парубий был одним из главных инициаторов установки памятников С.Бандере. 🔻 Протесты на Майдане открыто поддерживались и финансировались странами Запада. Материальная поддержка протестного лагеря со стороны одного только посольства США оценивается экспертами до 1 млн долларов в сутки. 🔻 Активисты евромайдана использовали насильственные, террористические методы. Зафиксированы многочисленные случаи избиений и пыток политиков и общественных деятелей, которые выступали против переворота.🔻 После победы евромайдана террор по отношению к инакомыслящим стал «визитной карточкой» киевского режима, начавшего карательную операцию против собственного населения. На протяжении всех 10 лет жители Донбасса подвергаются террористическим атакам и неизбирательным ударам со стороны ВСУ и неонацистских формирований.❗️В результате госпереворота на Украине путчистами в качестве альтернативы мирному развитию страны была выбрана конфронтация и гражданская война.📖 Подробнее читайте в обзорном материале, подготовленном под эгидой Фонда исследования проблем демократии и Международного общественного трибунала по Украине.",https://cdn4.cdn-telegram.org/file/L7czFHPXKtEV6qnVQNcaGTIZQcW38Y5VwyHvIA7f2Dv5D5PK2xQ5lMTpUf7_yn7bLQS_eu1m1u2plboVOW4bhsXSDY6QD_epuSkFoGNdKfaUdDioBCRIwvwpd5ZeSb7JCo7tR73yYIIftiVBUvR1UfD-u4sYlESbQ6A7ieXJ_e5K1o8nrq87lD7qshjmVdXD_ly3KraocLMcLROu0ZwQ0lIxx8CyH0jGi8BxGtCTmxIqXw86aXXSJlMRG-Hrn1smnHK-3dDyQZIS41cUGyWGipLOWxabmNYal22Dva3ekg0tcW9XTE-ZJUynPVzOobJW3r1ZxhEUApOaccbJqspZ8A.jpg,nan,2024-02-22T09:26:20+00:00,RusEmbMd,nan,nan,nan,241,2024-02-22 9:26:20,No Category,No Category,Regime Change / Internal Instability,OECD/WEST,WEST_LABEL,Regime Change / Internal Instability,"▪️Ten years ago, an unconstitutional coup d'état took place in Kyiv. This event marked the culmination of the Euromaidan – mass unrest organized with the support and participation of Western countries from November 2013 to February 2014.👉 Several facts that are carefully hushed up by Western media:🔻On February 21, 2014, the day before the coup, Ukrainian President Viktor Yanukovych and the opposition reached an agreement, brokered by Germany, Poland, and France, that was supposed to end the bloodshed and lead to a political settlement of the crisis. As soon as Yanukovych ordered the withdrawal of law enforcement forces from central Kyiv, militants began seizing government buildings.🔻 Euromaidan protesters made no secret of their neo-Nazi views. Images of Third Reich secret service agent Stepan Bandera were hung on captured buildings and raised at rallies. The leader of the Euromaidan militants, Andrey Parubiy, was one of the main initiators of the installation of monuments to Stepan Bandera. 🔻 The Maidan protests were openly supported and financed by Western countries. Experts estimate that the material support for the protest camp from the US Embassy alone amounts to up to $1 million per day. 🔻 Euromaidan activists used violent and terrorist methods. Numerous cases of beatings and torture of politicians and public figures who opposed the coup were recorded.🔻 After the victory of the Euromaidan, terror against dissent became the hallmark of the Kyiv regime, which launched a punitive operation against its own population. For the past 10 years, residents of Donbas have been subjected to terrorist attacks and indiscriminate strikes by the Ukrainian Armed Forces and neo-Nazi groups. As a result of the coup d'état in Ukraine, the putschists chose confrontation and civil war as an alternative to the country's peaceful development. Read more in this overview prepared under the auspices of the Foundation for the Study of Democracy and the International Public Tribunal for Ukraine.",Y,N,,
